Serial No.,College Name,Course Name,Cutoff Mark
965,Global Institute of Technology and Management - [GITM],B.Tech Computer Science Engineering,1058595
966,United Institute of Technology - [UIT],B.Tech Electronics & Communication Engineering,655842
966,United Institute of Technology - [UIT],B.Tech Civil Engineering,915433
966,United Institute of Technology - [UIT],B.Tech Artificial Intelligence and Machine Learning,1130160
966,United Institute of Technology - [UIT],B.Tech Computer Science Engineering,1146828
966,United Institute of Technology - [UIT],B.Tech Data Science,1150367
966,United Institute of Technology - [UIT],B.Tech Electronics & Communication Engineering,655842
966,United Institute of Technology - [UIT],B.Tech Civil Engineering,915433
966,United Institute of Technology - [UIT],B.Tech Artificial Intelligence and Machine Learning,1130160
966,United Institute of Technology - [UIT],B.Tech Computer Science Engineering,1146828
966,United Institute of Technology - [UIT],B.Tech Data Science,1150367
966,United Institute of Technology - [UIT],B.Tech Mechanical Engineering,671120
966,United Institute of Technology - [UIT],B.Tech Computer Science Engineering,676346
966,United Institute of Technology - [UIT],B.Tech Electrical Engineering,688464
966,United Institute of Technology - [UIT],B.Tech Artificial Intelligence and Machine Learning,829516
967,Chhatrapati Shivaji Institute of Technology - [CSIT],B.Tech Mechanical Engineering,41.265
967,Chhatrapati Shivaji Institute of Technology - [CSIT],B.Tech Electrical and Electronics Engineering,39.286
967,Chhatrapati Shivaji Institute of Technology - [CSIT],B.Tech Civil Engineering,36.286
967,Chhatrapati Shivaji Institute of Technology - [CSIT],B.Tech Information Technology,33.245
967,Chhatrapati Shivaji Institute of Technology - [CSIT],B.Tech Artificial Intelligence and Data Science,33.204
967,Chhatrapati Shivaji Institute of Technology - [CSIT],B.Tech Information Technology,5535
967,Chhatrapati Shivaji Institute of Technology - [CSIT],B.Tech Computer Science Engineering,5649
968,Panipat Institute of Engineering & Technology - [PIET],B.Tech (Lateral) Civil Engineering,764
968,Panipat Institute of Engineering & Technology - [PIET],B.Tech (Lateral) Computer Science & Engineering,926
968,Panipat Institute of Engineering & Technology - [PIET],B.Tech {Lateral} Cyber Security,1032
968,Panipat Institute of Engineering & Technology - [PIET],B.Tech {Lateral} Artificial Intelligence and Machine Learning,1231
968,Panipat Institute of Engineering & Technology - [PIET],B.Tech (Lateral) Information Technology,1270
968,Panipat Institute of Engineering & Technology - [PIET],B.Tech Cyber Security,321434
968,Panipat Institute of Engineering & Technology - [PIET],B.Tech Information Technology,363463
968,Panipat Institute of Engineering & Technology - [PIET],B.Tech Computer Science Engineering,947264
968,Panipat Institute of Engineering & Technology - [PIET],B.Tech Data Science and Artificial Intelligence,991034
968,Panipat Institute of Engineering & Technology - [PIET],B.Tech Artificial Intelligence and Machine Learning,992225
968,Panipat Institute of Engineering & Technology - [PIET],MBA,25
969,Sanskar Educational Group - [SEG],B.Arch,295
969,Sanskar Educational Group - [SEG],B.Tech Data Science,1012091
969,Sanskar Educational Group - [SEG],B.Tech Computer Science Engineering,1282885
969,Sanskar Educational Group - [SEG],B.Tech Artificial Intelligence and Machine Learning,1297926
969,Sanskar Educational Group - [SEG],B.Tech Civil Engineering,1381614
969,Sanskar Educational Group - [SEG],B.Tech Computer Science Engineering,1162474
969,Sanskar Educational Group - [SEG],B.Tech Data Science,1317415
969,Sanskar Educational Group - [SEG],B.Tech Computer Science Engineering,508201
969,Sanskar Educational Group - [SEG],B.Tech Mechanical Engineering,-
969,Sanskar Educational Group - [SEG],BBA,14239
969,Sanskar Educational Group - [SEG],B.Arch,344
970,Usha Rama College of Engineering and Technology - [URCE],B.Tech Computer Science Engineering,91174
970,Usha Rama College of Engineering and Technology - [URCE],B.Tech Artificial Intelligence and Machine Learning,101124
970,Usha Rama College of Engineering and Technology - [URCE],B.Tech Artificial Intelligence and Data Science,106767
970,Usha Rama College of Engineering and Technology - [URCE],B.Tech Information Technology,107081
970,Usha Rama College of Engineering and Technology - [URCE],B.Tech Electronics & Communication Engineering,119202
970,Usha Rama College of Engineering and Technology - [URCE],Diploma in Mechanical Engineering,93683
970,Usha Rama College of Engineering and Technology - [URCE],Diploma in Electrical & Electronics Engineering,100280
970,Usha Rama College of Engineering and Technology - [URCE],Diploma in Computer Engineering,104689
970,Usha Rama College of Engineering and Technology - [URCE],Diploma in Electronics and Communication Engineering,108823
970,Usha Rama College of Engineering and Technology - [URCE],Diploma in Civil Engineering,110319
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],BE Computer Science and Engineering,32700
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],BE Information Science & Engineering,46822
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],BE Electronics & Communication Engineering,50477
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],BE Electrical and Electronics Engineering,78299
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],BE Civil Engineering,140851
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],MCA,3785
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],MBA Finance,13083
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],MBA Human Resource Management,13083
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],MBA Marketing,13083
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],BE Computer Science and Engineering,42037
971,Vidya Vikas Institute of Engineering and Technology - [VVIET],BE Information Science & Engineering,64041
972,Indus International University - [IIU],No data found,No data found
973,Yamuna Group Of Institutions - [YGI],BDS,1120949
974,Amiraj College of Engineering and Technology- [ACET],BE Computer Science and Engineering,22941
975,Annamacharya Institute of Technology and Sciences - [AITS],B.Tech Artificial Intelligence and Machine Learning,65320
975,Annamacharya Institute of Technology and Sciences - [AITS],B.Tech Artificial Intelligence and Data Science,67177
975,Annamacharya Institute of Technology and Sciences - [AITS],B.Tech Data Science,69074
975,Annamacharya Institute of Technology and Sciences - [AITS],B.Tech Cyber Security,77187
975,Annamacharya Institute of Technology and Sciences - [AITS],B.Tech Computer Science Engineering,88688
975,Annamacharya Institute of Technology and Sciences - [AITS],MBA,29535
975,Annamacharya Institute of Technology and Sciences - [AITS],MCA,36161
976,Jai Narain College of Technology & Science - [JNCTS],No data found,No data found
977,BVRIT Hyderabad College of Engineering for Women - [BVRITH],B.Tech Computer Science Engineering,9890
977,BVRIT Hyderabad College of Engineering for Women - [BVRITH],B.Tech Electronics & Communication Engineering,16142
977,BVRIT Hyderabad College of Engineering for Women - [BVRITH],B.Tech Artificial Intelligence and Machine Learning,32561
977,BVRIT Hyderabad College of Engineering for Women - [BVRITH],B.Tech Electrical and Electronics Engineering,37578
978,Jhulelal Institute of Technology - [JIT],B.Tech Computer Science Engineering,76.62
978,Jhulelal Institute of Technology - [JIT],B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),72.23
978,Jhulelal Institute of Technology - [JIT],B.Tech Mechanical Engineering,55.07
978,Jhulelal Institute of Technology - [JIT],B.Tech Electrical Engineering,47.63
978,Jhulelal Institute of Technology - [JIT],B.Tech Advance Communication Technologies,-
978,Jhulelal Institute of Technology - [JIT],MBA,38.09
978,Jhulelal Institute of Technology - [JIT],B.Tech Computer Science Engineering,27855
978,Jhulelal Institute of Technology - [JIT],B.Tech Computer Science and Engineering (Artificial Intelligence & Machine Learning),33940
978,Jhulelal Institute of Technology - [JIT],B.Tech Electronics & Telecommunication Engineering,37060
978,Jhulelal Institute of Technology - [JIT],B.Tech Advance Communication Technologies,47248
978,Jhulelal Institute of Technology - [JIT],B.Tech Electrical Engineering,48413
979,MIC College of Technology,B.Tech Computer Science Engineering,56354
979,MIC College of Technology,B.Tech Data Science and Artificial Intelligence,72552
979,MIC College of Technology,B.Tech Artificial Intelligence and Machine Learning,77622
979,MIC College of Technology,B.Tech Information Technology,78915
979,MIC College of Technology,B.Tech Electronics & Communication Engineering,91883
979,MIC College of Technology,Diploma in Electrical & Electronics Engineering,53472
979,MIC College of Technology,Diploma in Mechanical Engineering,82623
979,MIC College of Technology,Diploma in Electronics and Communication Engineering,87224
979,MIC College of Technology,Diploma in Computer Engineering,97030
979,MIC College of Technology,MCA,36855
980,Guru Nanak Institute of Technology - [GNIT],B.Tech Computer Science Engineering,35211
980,Guru Nanak Institute of Technology - [GNIT],B.Tech Artificial Intelligence and Machine Learning,40033
980,Guru Nanak Institute of Technology - [GNIT],B.Tech Food Technology,41291
980,Guru Nanak Institute of Technology - [GNIT],B.Tech Cyber Security,50038
980,Guru Nanak Institute of Technology - [GNIT],B.Tech Information Technology,52989
980,Guru Nanak Institute of Technology - [GNIT],B.Tech Computer Science Engineering,35211
980,Guru Nanak Institute of Technology - [GNIT],B.Tech Artificial Intelligence and Machine Learning,40033
980,Guru Nanak Institute of Technology - [GNIT],B.Tech Food Technology,41291
980,Guru Nanak Institute of Technology - [GNIT],B.Tech Cyber Security,50038
980,Guru Nanak Institute of Technology - [GNIT],B.Tech Information Technology,52989
980,Guru Nanak Institute of Technology - [GNIT],B.Tech (Lateral) Food Technology,5711
980,Guru Nanak Institute of Technology - [GNIT],B.Tech (Lateral) Computer Science & Engineering,6173
980,Guru Nanak Institute of Technology - [GNIT],B.Tech (Lateral) Electronics & Communication Engineering,7206
980,Guru Nanak Institute of Technology - [GNIT],B.Tech (Lateral) Electrical Engineering,7722
980,Guru Nanak Institute of Technology - [GNIT],B.Tech (Lateral) Information Technology,7862
980,Guru Nanak Institute of Technology - [GNIT],MCA,2629
981,KJ Institute of Engineering and Technology - [KJIT],BE Civil Engineering,27920
981,KJ Institute of Engineering and Technology - [KJIT],BE (Information Technology),34196
981,KJ Institute of Engineering and Technology - [KJIT],BE Mechanical Engineering,35044
981,KJ Institute of Engineering and Technology - [KJIT],BE Electronics & Communication Engineering,36883
981,KJ Institute of Engineering and Technology - [KJIT],BE Computer Engineering,38690
981,KJ Institute of Engineering and Technology - [KJIT],BE Civil Engineering,27920
981,KJ Institute of Engineering and Technology - [KJIT],BE (Information Technology),34196
981,KJ Institute of Engineering and Technology - [KJIT],BE Mechanical Engineering,35044
981,KJ Institute of Engineering and Technology - [KJIT],BE Electronics & Communication Engineering,36883
981,KJ Institute of Engineering and Technology - [KJIT],BE Computer Engineering,38690
981,KJ Institute of Engineering and Technology - [KJIT],BE Computer Engineering,14549
981,KJ Institute of Engineering and Technology - [KJIT],BE (Information Technology),25729
982,"Solamalai College of Engineering, Veerapanjan",BE Electrical and Electronics Engineering,66631
982,"Solamalai College of Engineering, Veerapanjan",BE Civil Engineering,69221
982,"Solamalai College of Engineering, Veerapanjan",BE Computer Science and Engineering,93764
982,"Solamalai College of Engineering, Veerapanjan",BE Computer Science and Business Systems,97107
982,"Solamalai College of Engineering, Veerapanjan",BE Electronics & Communication Engineering,97800
982,"Solamalai College of Engineering, Veerapanjan",MBA,10.07
983,V V College of Engineering,BE Electronics & Communication Engineering,9037
983,V V College of Engineering,BE Computer Science and Engineering,17456
983,V V College of Engineering,BE Electrical and Electronics Engineering,-
983,V V College of Engineering,BE Mechanical Engineering,-
983,V V College of Engineering,BE Civil Engineering,-
984,SRM University Vadapalani Campus,No data found,No data found
985,CMR Group of Institutions,No data found,No data found
986,Aryans Group of Colleges,No data found,No data found
987,Graphic Era Hill University Bhimtal Campus - [GEHU],No data found,No data found
988,Phonics Group of Institutions - [PGI],No data found,No data found
989,Vindhya Institute of Technology and Science - [VITS],B.Tech Mechanical Engineering,1167974
989,Vindhya Institute of Technology and Science - [VITS],B.Tech Electrical Engineering,1226061
989,Vindhya Institute of Technology and Science - [VITS],B.Tech Computer Science Engineering,1415099
989,Vindhya Institute of Technology and Science - [VITS],B.Tech Electrical Engineering,686292
